file_path,complexity,cognitive_complexity,bugs,code_smells,sqale_index,violations,vulnerabilities,lines,reliability_rating,security_rating
hibernate-core/src/main/java/org/hibernate/resource/jdbc/internal/AbstractLogicalConnectionImplementor.java,17.0,8.0,0.0,0.0,0.0,0.0,0.0,152.0,A,A
hibernate-core/src/main/java/org/hibernate/metamodel/model/domain/AbstractManagedType.java,154.0,93.0,0.0,2.0,23.0,2.0,0.0,707.0,A,A
hibernate-envers/src/main/java/org/hibernate/envers/internal/entities/mapper/AbstractMapper.java,13.0,6.0,0.0,1.0,15.0,1.0,0.0,138.0,A,A
hibernate-core/src/main/java/org/hibernate/collection/spi/AbstractMapSemantics.java,12.0,5.0,0.0,1.0,10.0,1.0,0.0,92.0,A,A
hibernate-envers/src/main/java/org/hibernate/envers/configuration/internal/metadata/AbstractMetadataGenerator.java,29.0,14.0,0.0,1.0,2.0,1.0,0.0,202.0,A,A
hibernate-envers/src/main/java/org/hibernate/envers/internal/entities/mapper/relation/component/AbstractMiddleComponentMapper.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,A,A
hibernate-envers/src/main/java/org/hibernate/envers/boot/internal/AbstractModifiedColumnNamingStrategy.java,3.0,1.0,0.0,0.0,0.0,0.0,0.0,46.0,A,A
hibernate-core/src/main/java/org/hibernate/loader/ast/internal/AbstractMultiIdEntityLoader.java,7.0,2.0,0.0,2.0,7.0,2.0,0.0,67.0,A,A
hibernate-core/src/main/java/org/hibernate/engine/jdbc/connections/spi/AbstractMultiTenantConnectionProvider.java,10.0,4.0,0.0,1.0,5.0,1.0,0.0,73.0,A,A
hibernate-core/src/main/java/org/hibernate/persister/entity/mutation/AbstractMutationCoordinator.java,35.0,34.0,0.0,3.0,12.0,3.0,0.0,218.0,A,A
hibernate-core/src/main/java/org/hibernate/engine/jdbc/mutation/internal/AbstractMutationExecutor.java,13.0,9.0,0.0,0.0,0.0,0.0,0.0,135.0,A,A
hibernate-core/src/main/java/org/hibernate/query/sqm/mutation/spi/AbstractMutationHandler.java,4.0,0.0,0.0,1.0,2.0,1.0,0.0,49.0,A,A
hibernate-core/src/main/java/org/hibernate/sql/ast/tree/AbstractMutationStatement.java,3.0,0.0,0.0,1.0,2.0,1.0,0.0,42.0,A,A
hibernate-testing/src/main/java/org/hibernate/testing/cleaner/AbstractMySQLDatabaseCleaner.java,15.0,22.0,0.0,5.0,100.0,5.0,0.0,195.0,A,A
hibernate-core/src/main/java/org/hibernate/boot/query/AbstractNamedQueryBuilder.java,25.0,2.0,0.0,1.0,2.0,1.0,0.0,149.0,A,A
hibernate-core/src/main/java/org/hibernate/boot/spi/AbstractNamedQueryDefinition.java,13.0,1.0,0.0,1.0,2.0,1.0,0.0,110.0,A,A
hibernate-core/src/main/java/org/hibernate/query/named/AbstractNamedQueryMemento.java,39.0,5.0,0.0,2.0,4.0,2.0,0.0,249.0,A,A
hibernate-core/src/main/java/org/hibernate/cache/spi/support/AbstractNaturalIdDataAccess.java,11.0,0.0,0.0,1.0,2.0,1.0,0.0,92.0,A,A
hibernate-core/src/main/java/org/hibernate/loader/ast/internal/AbstractNaturalIdLoader.java,34.0,14.0,0.0,14.0,41.0,14.0,0.0,414.0,A,A
hibernate-core/src/main/java/org/hibernate/metamodel/mapping/internal/AbstractNaturalIdMapping.java,6.0,0.0,0.0,1.0,2.0,1.0,0.0,57.0,A,A
hibernate-core/src/main/java/org/hibernate/query/sqm/tree/predicate/AbstractNegatableSqmPredicate.java,7.0,1.0,0.0,3.0,6.0,3.0,0.0,56.0,A,A
hibernate-core/src/main/java/org/hibernate/sql/results/graph/embeddable/internal/AbstractNonAggregatedIdentifierMappingInitializer.java,48.0,44.0,0.0,5.0,32.0,5.0,0.0,308.0,A,A
hibernate-core/src/main/java/org/hibernate/tuple/AbstractNonIdentifierAttribute.java,16.0,0.0,0.0,1.0,10.0,1.0,0.0,111.0,A,A
hibernate-core/src/main/java/org/hibernate/sql/results/graph/entity/internal/AbstractNonJoinedEntityFetch.java,10.0,0.0,0.0,1.0,2.0,1.0,0.0,80.0,A,A
hibernate-core/src/main/java/org/hibernate/sql/results/graph/entity/AbstractNonLazyEntityFetch.java,10.0,0.0,0.0,1.0,2.0,1.0,0.0,88.0,A,A
hibernate-core/src/main/java/org/hibernate/dialect/pagination/AbstractNoOffsetLimitHandler.java,7.0,2.0,0.0,1.0,2.0,1.0,0.0,67.0,A,A
hibernate-envers/src/main/java/org/hibernate/envers/internal/entities/mapper/relation/AbstractOneToOneMapper.java,6.0,3.0,0.0,0.0,0.0,0.0,0.0,107.0,A,A
hibernate-core/src/main/java/org/hibernate/id/enhanced/AbstractOptimizer.java,4.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,A,A
