file_path,commit_count,unique_authors,churn,days_since_modified,file_age_days
hibernate-core/src/main/java/org/hibernate/dialect/function/ListaggStringAggEmulation.java,1,1,2,297,1560
hibernate-core/src/main/java/org/hibernate/dialect/function/array/ArrayAndElementArgumentTypeResolver.java,2,2,5,296,934
hibernate-core/src/main/java/org/hibernate/dialect/function/array/ArrayContainsArgumentTypeResolver.java,1,1,2,297,927
hibernate-core/src/main/java/org/hibernate/dialect/function/array/ArrayViaElementArgumentReturnTypeResolver.java,1,1,25,191,955
hibernate-core/src/main/java/org/hibernate/dialect/function/array/HSQLArrayRemoveFunction.java,1,1,2,53,929
hibernate-core/src/main/java/org/hibernate/dialect/function/array/HSQLArraySetFunction.java,0,0,0,0,0
hibernate-core/src/main/java/org/hibernate/dialect/function/array/OracleArrayGetFunction.java,1,1,5,41,930
hibernate-core/src/main/java/org/hibernate/dialect/function/array/OracleArrayRemoveFunction.java,0,0,0,0,0
hibernate-core/src/main/java/org/hibernate/dialect/function/array/OracleArraySetFunction.java,0,0,0,0,0
hibernate-core/src/main/java/org/hibernate/dialect/pagination/AbstractLimitHandler.java,3,3,125,175,5052
hibernate-core/src/main/java/org/hibernate/dialect/pagination/OffsetFetchLimitHandler.java,2,2,43,175,2298
hibernate-core/src/main/java/org/hibernate/dialect/pagination/SQLServer2005LimitHandler.java,0,0,0,0,0
hibernate-core/src/main/java/org/hibernate/dialect/sequence/NoSequenceSupport.java,0,0,0,0,0
hibernate-core/src/main/java/org/hibernate/dialect/temptable/StandardTemporaryTableExporter.java,3,3,81,66,1622
hibernate-core/src/main/java/org/hibernate/dialect/temptable/TemporaryTable.java,9,2,868,92,1622
hibernate-core/src/main/java/org/hibernate/engine/internal/AbstractEntityEntry.java,1,1,0,351,4057
hibernate-core/src/main/java/org/hibernate/engine/internal/Cascade.java,12,1,392,80,5485
hibernate-core/src/main/java/org/hibernate/engine/internal/Collections.java,10,2,382,5,5485
hibernate-core/src/main/java/org/hibernate/engine/internal/EntityEntryContext.java,8,2,241,166,4953
hibernate-core/src/main/java/org/hibernate/engine/internal/ForeignKeys.java,5,4,58,2,5485
hibernate-core/src/main/java/org/hibernate/engine/internal/ManagedTypeHelper.java,1,1,18,281,1305
hibernate-core/src/main/java/org/hibernate/engine/internal/NaturalIdResolutionsImpl.java,13,2,1205,10,1928
hibernate-core/src/main/java/org/hibernate/engine/internal/Nullability.java,2,1,4,250,5485
hibernate-core/src/main/java/org/hibernate/engine/internal/StatefulPersistenceContext.java,25,5,1455,6,5485
hibernate-core/src/main/java/org/hibernate/engine/jdbc/ClobProxy.java,0,0,0,0,0
hibernate-core/src/main/java/org/hibernate/engine/jdbc/connections/internal/ConnectionProviderInitiator.java,8,1,72,155,5003
hibernate-core/src/main/java/org/hibernate/engine/jdbc/connections/internal/DriverManagerConnectionProviderImpl.java,14,2,688,273,5003
