issue_key,file_path,file,rule,impact_severity,impact_quality,type,message,line,effort,bugs,vulnerabilities,code_smells,violations,complexity,cognitive_complexity,sqale_index,lines,reliability_rating,security_rating,commit_count,unique_authors,churn,days_since_modified,satd_count,satd_text
AZ4HYT6ZUdMD1-xUpoev,hibernate-core/src/main/java/org/hibernate/dialect/function/SumReturnTypeResolver.java,SumReturnTypeResolver.java,java:S1117,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Rename ""doubleType"" which hides the field declared at line 44.",50.0,5min,0.0,0.0,4.0,4.0,31.0,14.0,20.0,140.0,A,A,2,1,20,278,,
AZ4HYT6ZUdMD1-xUpoew,hibernate-core/src/main/java/org/hibernate/dialect/function/SumReturnTypeResolver.java,SumReturnTypeResolver.java,java:S1117,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Rename ""bigIntegerType"" which hides the field declared at line 45.",51.0,5min,0.0,0.0,4.0,4.0,31.0,14.0,20.0,140.0,A,A,2,1,20,278,,
AZ4HYT6ZUdMD1-xUpoex,hibernate-core/src/main/java/org/hibernate/dialect/function/SumReturnTypeResolver.java,SumReturnTypeResolver.java,java:S1117,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Rename ""bigDecimalType"" which hides the field declared at line 46.",52.0,5min,0.0,0.0,4.0,4.0,31.0,14.0,20.0,140.0,A,A,2,1,20,278,,
AZ4HYT5xUdMD1-xUpobE,hibernate-core/src/main/java/org/hibernate/dialect/function/TimestampaddFunction.java,TimestampaddFunction.java,java:S125,MEDIUM,MAINTAINABILITY,CODE_SMELL,This block of commented-out lines of code should be removed.,89.0,5min,0.0,0.0,1.0,1.0,6.0,1.0,5.0,132.0,A,A,0,0,0,0,,
AZ4HYT5WUdMD1-xUpoa5,hibernate-core/src/main/java/org/hibernate/dialect/function/TrimFunction.java,TrimFunction.java,java:S125,MEDIUM,MAINTAINABILITY,CODE_SMELL,This block of commented-out lines of code should be removed.,119.0,5min,0.0,0.0,2.0,2.0,8.0,5.0,5.0,143.0,A,A,0,0,0,0,1.0,.descriptor() //TODO: we could cache the 6 variations here
AZ4HYT3gUdMD1-xUpoak,hibernate-core/src/main/java/org/hibernate/dialect/function/array/AbstractArrayContainsFunction.java,AbstractArrayContainsFunction.java,java:S5993,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Change the visibility of this constructor to ""protected"".",22.0,2min,0.0,0.0,1.0,1.0,3.0,1.0,2.0,40.0,A,A,3,2,7,102,,
AZ4HYT3uUdMD1-xUpoan,hibernate-core/src/main/java/org/hibernate/dialect/function/array/AbstractArrayFillFunction.java,AbstractArrayFillFunction.java,java:S5993,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Change the visibility of this constructor to ""protected"".",24.0,2min,0.0,0.0,1.0,1.0,8.0,6.0,2.0,66.0,A,A,1,1,2,297,,
AZ4HYT5BUdMD1-xUpoa0,hibernate-core/src/main/java/org/hibernate/dialect/function/array/AbstractArrayOverlapsFunction.java,AbstractArrayOverlapsFunction.java,java:S5993,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Change the visibility of this constructor to ""protected"".",23.0,2min,0.0,0.0,1.0,1.0,3.0,1.0,2.0,44.0,A,A,0,0,0,0,,
AZ4HYT5FUdMD1-xUpoa1,hibernate-core/src/main/java/org/hibernate/dialect/function/array/AbstractArrayPositionFunction.java,AbstractArrayPositionFunction.java,java:S5993,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Change the visibility of this constructor to ""protected"".",22.0,2min,0.0,0.0,1.0,1.0,4.0,3.0,2.0,58.0,A,A,0,0,0,0,,
AZ4HYT3lUdMD1-xUpoal,hibernate-core/src/main/java/org/hibernate/dialect/function/array/AbstractArrayPositionsFunction.java,AbstractArrayPositionsFunction.java,java:S5993,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Change the visibility of this constructor to ""protected"".",26.0,2min,0.0,0.0,1.0,1.0,4.0,2.0,2.0,53.0,A,A,0,0,0,0,,
AZ4HYT5QUdMD1-xUpoa3,hibernate-core/src/main/java/org/hibernate/dialect/function/array/AbstractArrayRemoveFunction.java,AbstractArrayRemoveFunction.java,java:S5993,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Change the visibility of this constructor to ""protected"".",18.0,2min,0.0,0.0,1.0,1.0,1.0,0.0,2.0,30.0,A,A,0,0,0,0,,
AZ4HYT4ZUdMD1-xUpoat,hibernate-core/src/main/java/org/hibernate/dialect/function/array/AbstractArrayTrimFunction.java,AbstractArrayTrimFunction.java,java:S5993,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Change the visibility of this constructor to ""protected"".",23.0,2min,0.0,0.0,1.0,1.0,1.0,0.0,2.0,38.0,A,A,0,0,0,0,,
AZ4HYT4oUdMD1-xUpoav,hibernate-core/src/main/java/org/hibernate/dialect/function/array/ArrayAndElementArgumentTypeResolver.java,ArrayAndElementArgumentTypeResolver.java,java:S1066,MEDIUM,MAINTAINABILITY,CODE_SMELL,Merge this if statement with the enclosing one.,59.0,5min,0.0,0.0,2.0,2.0,10.0,20.0,15.0,68.0,A,A,2,2,5,296,,
AZ4HYT3wUdMD1-xUpoao,hibernate-core/src/main/java/org/hibernate/dialect/function/array/ArrayHelper.java,ArrayHelper.java,java:S1118,MEDIUM,MAINTAINABILITY,CODE_SMELL,Add a private constructor to hide the implicit public one.,12.0,5min,0.0,0.0,1.0,1.0,2.0,1.0,5.0,22.0,A,A,0,0,0,0,,
AZ4HYT4QUdMD1-xUpoas,hibernate-core/src/main/java/org/hibernate/dialect/function/array/ArrayViaArgumentReturnTypeResolver.java,ArrayViaArgumentReturnTypeResolver.java,java:S1121,MEDIUM,MAINTAINABILITY,CODE_SMELL,Extract the assignment out of this expression.,57.0,5min,0.0,0.0,1.0,1.0,9.0,7.0,5.0,71.0,A,A,0,0,0,0,,
AZ4HYT4wUdMD1-xUpoay,hibernate-core/src/main/java/org/hibernate/dialect/function/array/DdlTypeHelper.java,DdlTypeHelper.java,java:S1118,MEDIUM,MAINTAINABILITY,CODE_SMELL,Add a private constructor to hide the implicit public one.,27.0,5min,0.0,0.0,1.0,1.0,18.0,8.0,5.0,151.0,A,A,5,1,148,17,,
AZ4HYT4sUdMD1-xUpoax,hibernate-core/src/main/java/org/hibernate/dialect/function/array/ElementViaArrayArgumentReturnTypeResolver.java,ElementViaArrayArgumentReturnTypeResolver.java,java:S1121,MEDIUM,MAINTAINABILITY,CODE_SMELL,Extract the assignment out of this expression.,57.0,5min,0.0,0.0,1.0,1.0,9.0,7.0,5.0,71.0,A,A,0,0,0,0,,
AZ4HYT6yUdMD1-xUpoe9,hibernate-core/src/main/java/org/hibernate/dialect/hint/IndexQueryHintHandler.java,IndexQueryHintHandler.java,java:S6019,MEDIUM,MAINTAINABILITY,CODE_SMELL,Remove the '?' from this unnecessarily reluctant quantifier.,28.0,10min,0.0,0.0,2.0,2.0,3.0,3.0,10.0,48.0,A,A,0,0,0,0,,
AZ4HYT9yUdMD1-xUpohX,hibernate-core/src/main/java/org/hibernate/dialect/identity/H2FinalTableIdentityColumnSupport.java,H2FinalTableIdentityColumnSupport.java,java:S1123,MEDIUM,MAINTAINABILITY,CODE_SMELL,Add the missing @deprecated Javadoc tag.,38.0,5min,0.0,0.0,4.0,4.0,6.0,3.0,15.0,62.0,A,A,0,0,0,0,,
AZ4HYT-KUdMD1-xUpohk,hibernate-core/src/main/java/org/hibernate/dialect/identity/H2IdentityColumnSupport.java,H2IdentityColumnSupport.java,java:S1123,MEDIUM,MAINTAINABILITY,CODE_SMELL,Add the missing @deprecated Javadoc tag.,52.0,5min,0.0,0.0,3.0,3.0,6.0,0.0,15.0,62.0,A,A,0,0,0,0,,
AZ4HYT9UUdMD1-xUpohG,hibernate-core/src/main/java/org/hibernate/dialect/lock/LockingStrategyException.java,LockingStrategyException.java,java:S5993,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Change the visibility of this constructor to ""protected"".",25.0,2min,0.0,0.0,2.0,2.0,3.0,0.0,4.0,46.0,A,A,0,0,0,0,,
AZ4HYT9UUdMD1-xUpohH,hibernate-core/src/main/java/org/hibernate/dialect/lock/LockingStrategyException.java,LockingStrategyException.java,java:S5993,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Change the visibility of this constructor to ""protected"".",37.0,2min,0.0,0.0,2.0,2.0,3.0,0.0,4.0,46.0,A,A,0,0,0,0,,
AZ4HYT9HUdMD1-xUpohB,hibernate-core/src/main/java/org/hibernate/dialect/lock/OptimisticForceIncrementLockingStrategy.java,OptimisticForceIncrementLockingStrategy.java,java:S1854,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove this useless assignment to local variable ""entry"".",49.0,1min,0.0,0.0,2.0,2.0,5.0,2.0,6.0,58.0,A,A,2,2,12,157,,
AZ4HYT9RUdMD1-xUpohF,hibernate-core/src/main/java/org/hibernate/dialect/lock/PessimisticReadSelectLockingStrategy.java,PessimisticReadSelectLockingStrategy.java,java:S1141,MEDIUM,MAINTAINABILITY,CODE_SMELL,Extract this nested try block into a separate method.,61.0,20min,0.0,0.0,1.0,1.0,8.0,8.0,20.0,121.0,A,A,0,0,0,0,,
AZ4HYT9fUdMD1-xUpohK,hibernate-core/src/main/java/org/hibernate/dialect/lock/PessimisticReadUpdateLockingStrategy.java,PessimisticReadUpdateLockingStrategy.java,java:S1141,MEDIUM,MAINTAINABILITY,CODE_SMELL,Extract this nested try block into a separate method.,79.0,20min,0.0,0.0,2.0,2.0,11.0,11.0,20.0,140.0,A,A,6,1,130,157,,
AZ4HYT9cUdMD1-xUpohJ,hibernate-core/src/main/java/org/hibernate/dialect/lock/PessimisticWriteSelectLockingStrategy.java,PessimisticWriteSelectLockingStrategy.java,java:S1141,MEDIUM,MAINTAINABILITY,CODE_SMELL,Extract this nested try block into a separate method.,60.0,20min,0.0,0.0,1.0,1.0,8.0,8.0,20.0,124.0,A,A,0,0,0,0,,
AZ4HYT9JUdMD1-xUpohD,hibernate-core/src/main/java/org/hibernate/dialect/lock/PessimisticWriteUpdateLockingStrategy.java,PessimisticWriteUpdateLockingStrategy.java,java:S1141,MEDIUM,MAINTAINABILITY,CODE_SMELL,Extract this nested try block into a separate method.,78.0,20min,0.0,0.0,2.0,2.0,11.0,11.0,20.0,138.0,A,A,6,1,129,157,,
AZ4HYT7XUdMD1-xUpofN,hibernate-core/src/main/java/org/hibernate/dialect/pagination/AbstractNoOffsetLimitHandler.java,AbstractNoOffsetLimitHandler.java,java:S5993,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Change the visibility of this constructor to ""protected"".",23.0,2min,0.0,0.0,1.0,1.0,7.0,2.0,2.0,67.0,A,A,2,2,52,175,,
AZ4HYT7gUdMD1-xUpofU,hibernate-core/src/main/java/org/hibernate/dialect/pagination/DerbyLimitHandler.java,DerbyLimitHandler.java,java:S5843,MEDIUM,MAINTAINABILITY,CODE_SMELL,Simplify this regular expression to reduce its complexity from 21 to the 20 allowed.,32.0,10min,0.0,0.0,1.0,1.0,2.0,0.0,10.0,44.0,A,A,0,0,0,0,,
AZ4HYT7uUdMD1-xUpofl,hibernate-core/src/main/java/org/hibernate/dialect/pagination/Oracle12LimitHandler.java,Oracle12LimitHandler.java,java:S125,MEDIUM,MAINTAINABILITY,CODE_SMELL,This block of commented-out lines of code should be removed.,166.0,5min,0.0,0.0,4.0,4.0,32.0,21.0,35.0,200.0,A,A,4,4,237,107,,
AZ4HYT7jUdMD1-xUpofV,hibernate-core/src/main/java/org/hibernate/dialect/pagination/SQLServer2005LimitHandler.java,SQLServer2005LimitHandler.java,java:S127,MEDIUM,MAINTAINABILITY,CODE_SMELL,Refactor the code in order to not assign to this loop counter from within the loop body.,236.0,10min,0.0,0.0,11.0,11.0,66.0,91.0,78.0,384.0,A,A,0,0,0,0,,
AZ4HYT7jUdMD1-xUpofW,hibernate-core/src/main/java/org/hibernate/dialect/pagination/SQLServer2005LimitHandler.java,SQLServer2005LimitHandler.java,java:S127,MEDIUM,MAINTAINABILITY,CODE_SMELL,Refactor the code in order to not assign to this loop counter from within the loop body.,310.0,10min,0.0,0.0,11.0,11.0,66.0,91.0,78.0,384.0,A,A,0,0,0,0,,
AZ4HYT7jUdMD1-xUpofX,hibernate-core/src/main/java/org/hibernate/dialect/pagination/SQLServer2005LimitHandler.java,SQLServer2005LimitHandler.java,java:S127,MEDIUM,MAINTAINABILITY,CODE_SMELL,Refactor the code in order to not assign to this loop counter from within the loop body.,378.0,10min,0.0,0.0,11.0,11.0,66.0,91.0,78.0,384.0,A,A,0,0,0,0,,
AZ4HYT7qUdMD1-xUpofh,hibernate-core/src/main/java/org/hibernate/dialect/pagination/SQLServer2012LimitHandler.java,SQLServer2012LimitHandler.java,java:S125,MEDIUM,MAINTAINABILITY,CODE_SMELL,This block of commented-out lines of code should be removed.,26.0,5min,0.0,0.0,1.0,1.0,5.0,5.0,5.0,71.0,A,A,1,1,8,175,1.0,TODO: does not handle comments
AZ4HYT8lUdMD1-xUpogi,hibernate-core/src/main/java/org/hibernate/dialect/temptable/TemporaryTable.java,TemporaryTable.java,java:S1117,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Rename ""columns"" which hides the field declared at line 69.",152.0,5min,0.0,0.0,10.0,10.0,54.0,70.0,82.0,531.0,A,A,9,2,868,92,1.0,no other way to understand what generators do until we have a boot
AZ4HYT8lUdMD1-xUpogj,hibernate-core/src/main/java/org/hibernate/dialect/temptable/TemporaryTable.java,TemporaryTable.java,java:S1117,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Rename ""columnsForExport"" which hides the field declared at line 70.",159.0,5min,0.0,0.0,10.0,10.0,54.0,70.0,82.0,531.0,A,A,9,2,868,92,1.0,no other way to understand what generators do until we have a boot
AZ4HYT8lUdMD1-xUpogm,hibernate-core/src/main/java/org/hibernate/dialect/temptable/TemporaryTable.java,TemporaryTable.java,java:S1117,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Rename ""columns"" which hides the field declared at line 69.",180.0,5min,0.0,0.0,10.0,10.0,54.0,70.0,82.0,531.0,A,A,9,2,868,92,1.0,no other way to understand what generators do until we have a boot
AZ4HYT8lUdMD1-xUpogp,hibernate-core/src/main/java/org/hibernate/dialect/temptable/TemporaryTable.java,TemporaryTable.java,java:S1117,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Rename ""columns"" which hides the field declared at line 69.",309.0,5min,0.0,0.0,10.0,10.0,54.0,70.0,82.0,531.0,A,A,9,2,868,92,1.0,no other way to understand what generators do until we have a boot
AZ4HYT8lUdMD1-xUpogg,hibernate-core/src/main/java/org/hibernate/dialect/temptable/TemporaryTable.java,TemporaryTable.java,java:S4144,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Update this method so that its implementation is not identical to ""getQualifiedTableName"" on line 497.",513.0,15min,0.0,0.0,10.0,10.0,54.0,70.0,82.0,531.0,A,A,9,2,868,92,1.0,no other way to understand what generators do until we have a boot
AZ4HYT8sUdMD1-xUpogt,hibernate-core/src/main/java/org/hibernate/dialect/temptable/TemporaryTableHelper.java,TemporaryTableHelper.java,java:S1118,MEDIUM,MAINTAINABILITY,CODE_SMELL,Add a private constructor to hide the implicit public one.,29.0,5min,0.0,0.0,5.0,5.0,13.0,9.0,49.0,203.0,A,A,6,2,101,238,,
AZ4HYT8sUdMD1-xUpogq,hibernate-core/src/main/java/org/hibernate/dialect/temptable/TemporaryTableHelper.java,TemporaryTableHelper.java,java:S1141,MEDIUM,MAINTAINABILITY,CODE_SMELL,Extract this nested try block into a separate method.,69.0,20min,0.0,0.0,5.0,5.0,13.0,9.0,49.0,203.0,A,A,6,2,101,238,,
AZ4HYT8sUdMD1-xUpogr,hibernate-core/src/main/java/org/hibernate/dialect/temptable/TemporaryTableHelper.java,TemporaryTableHelper.java,java:S1141,MEDIUM,MAINTAINABILITY,CODE_SMELL,Extract this nested try block into a separate method.,124.0,20min,0.0,0.0,5.0,5.0,13.0,9.0,49.0,203.0,A,A,6,2,101,238,,
AZ4HYT7JUdMD1-xUpofG,hibernate-core/src/main/java/org/hibernate/dialect/unique/CreateTableUniqueDelegate.java,CreateTableUniqueDelegate.java,java:S3358,MEDIUM,MAINTAINABILITY,CODE_SMELL,Extract this nested ternary operation into an independent statement.,48.0,5min,0.0,0.0,1.0,1.0,17.0,15.0,5.0,100.0,A,A,1,1,2,96,1.0,It would be nice to detect that the column belongs to a named unique
AZ4HYVdcUdMD1-xUppvJ,hibernate-core/src/main/java/org/hibernate/engine/internal/AbstractEntityEntry.java,AbstractEntityEntry.java,java:S5993,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Change the visibility of this constructor to ""protected"".",99.0,2min,0.0,0.0,8.0,8.0,97.0,61.0,110.0,671.0,A,A,1,1,0,351,,
AZ4HYVdcUdMD1-xUppvN,hibernate-core/src/main/java/org/hibernate/engine/internal/AbstractEntityEntry.java,AbstractEntityEntry.java,java:S4274,MEDIUM,MAINTAINABILITY,CODE_SMELL,Replace this assert with a proper check.,332.0,5min,0.0,0.0,8.0,8.0,97.0,61.0,110.0,671.0,A,A,1,1,0,351,,
AZ4HYVdcUdMD1-xUppvQ,hibernate-core/src/main/java/org/hibernate/engine/internal/AbstractEntityEntry.java,AbstractEntityEntry.java,java:S1117,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Rename ""enumConstants"" which hides the field declared at line 565.",570.0,5min,0.0,0.0,8.0,8.0,97.0,61.0,110.0,671.0,A,A,1,1,0,351,,
AZ4HYVdyUdMD1-xUppvW,hibernate-core/src/main/java/org/hibernate/engine/internal/Cascade.java,Cascade.java,java:S107,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Method has 11 parameters, which is greater than 7 authorized.",207.0,20min,0.0,0.0,12.0,12.0,92.0,156.0,248.0,619.0,A,A,12,1,392,80,2.0,TODO: what should really happen here??? | TODO: suck this logic into the collection!
AZ4HYVdyUdMD1-xUppvX,hibernate-core/src/main/java/org/hibernate/engine/internal/Cascade.java,Cascade.java,java:S107,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Method has 9 parameters, which is greater than 7 authorized.",275.0,20min,0.0,0.0,12.0,12.0,92.0,156.0,248.0,619.0,A,A,12,1,392,80,2.0,TODO: what should really happen here??? | TODO: suck this logic into the collection!
AZ4HYVdyUdMD1-xUppvY,hibernate-core/src/main/java/org/hibernate/engine/internal/Cascade.java,Cascade.java,java:S107,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Method has 8 parameters, which is greater than 7 authorized.",388.0,20min,0.0,0.0,12.0,12.0,92.0,156.0,248.0,619.0,A,A,12,1,392,80,2.0,TODO: what should really happen here??? | TODO: suck this logic into the collection!
AZ4HYVdyUdMD1-xUppvZ,hibernate-core/src/main/java/org/hibernate/engine/internal/Cascade.java,Cascade.java,java:S107,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Method has 10 parameters, which is greater than 7 authorized.",427.0,20min,0.0,0.0,12.0,12.0,92.0,156.0,248.0,619.0,A,A,12,1,392,80,2.0,TODO: what should really happen here??? | TODO: suck this logic into the collection!
AZ4HYVdyUdMD1-xUppva,hibernate-core/src/main/java/org/hibernate/engine/internal/Cascade.java,Cascade.java,java:S107,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Method has 9 parameters, which is greater than 7 authorized.",459.0,20min,0.0,0.0,12.0,12.0,92.0,156.0,248.0,619.0,A,A,12,1,392,80,2.0,TODO: what should really happen here??? | TODO: suck this logic into the collection!
AZ4HYVdyUdMD1-xUppvb,hibernate-core/src/main/java/org/hibernate/engine/internal/Cascade.java,Cascade.java,java:S107,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Method has 8 parameters, which is greater than 7 authorized.",500.0,20min,0.0,0.0,12.0,12.0,92.0,156.0,248.0,619.0,A,A,12,1,392,80,2.0,TODO: what should really happen here??? | TODO: suck this logic into the collection!
AZ4HYVdyUdMD1-xUppvc,hibernate-core/src/main/java/org/hibernate/engine/internal/Cascade.java,Cascade.java,java:S107,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Method has 11 parameters, which is greater than 7 authorized.",528.0,20min,0.0,0.0,12.0,12.0,92.0,156.0,248.0,619.0,A,A,12,1,392,80,2.0,TODO: what should really happen here??? | TODO: suck this logic into the collection!
AZ4HYVdZUdMD1-xUppu8,hibernate-core/src/main/java/org/hibernate/engine/internal/EntityEntryContext.java,EntityEntryContext.java,java:S4274,MEDIUM,MAINTAINABILITY,CODE_SMELL,Replace this assert with a proper check.,86.0,5min,0.0,0.0,21.0,21.0,90.0,90.0,77.0,735.0,A,A,8,2,241,166,4.0,"TODO: can dirty be set to true here? | Careful, this needs to be very efficient as we potentially iterate quite a bit! | TODO: we may want to do something different here if | to DELETED probably should not happen directly"
AZ4HYVdZUdMD1-xUppu9,hibernate-core/src/main/java/org/hibernate/engine/internal/EntityEntryContext.java,EntityEntryContext.java,java:S4274,MEDIUM,MAINTAINABILITY,CODE_SMELL,Replace this assert with a proper check.,91.0,5min,0.0,0.0,21.0,21.0,90.0,90.0,77.0,735.0,A,A,8,2,241,166,4.0,"TODO: can dirty be set to true here? | Careful, this needs to be very efficient as we potentially iterate quite a bit! | TODO: we may want to do something different here if | to DELETED probably should not happen directly"
AZ4HYVdZUdMD1-xUppvA,hibernate-core/src/main/java/org/hibernate/engine/internal/EntityEntryContext.java,EntityEntryContext.java,java:S4274,MEDIUM,MAINTAINABILITY,CODE_SMELL,Replace this assert with a proper check.,258.0,5min,0.0,0.0,21.0,21.0,90.0,90.0,77.0,735.0,A,A,8,2,241,166,4.0,"TODO: can dirty be set to true here? | Careful, this needs to be very efficient as we potentially iterate quite a bit! | TODO: we may want to do something different here if | to DELETED probably should not happen directly"
AZ4HYVdZUdMD1-xUppvB,hibernate-core/src/main/java/org/hibernate/engine/internal/EntityEntryContext.java,EntityEntryContext.java,java:S1854,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Remove this useless assignment to local variable ""!unknown!"".",322.0,1min,0.0,0.0,21.0,21.0,90.0,90.0,77.0,735.0,A,A,8,2,241,166,4.0,"TODO: can dirty be set to true here? | Careful, this needs to be very efficient as we potentially iterate quite a bit! | TODO: we may want to do something different here if | to DELETED probably should not happen directly"
AZ4HYVdZUdMD1-xUppvC,hibernate-core/src/main/java/org/hibernate/engine/internal/EntityEntryContext.java,EntityEntryContext.java,java:S125,MEDIUM,MAINTAINABILITY,CODE_SMELL,This block of commented-out lines of code should be removed.,346.0,5min,0.0,0.0,21.0,21.0,90.0,90.0,77.0,735.0,A,A,8,2,241,166,4.0,"TODO: can dirty be set to true here? | Careful, this needs to be very efficient as we potentially iterate quite a bit! | TODO: we may want to do something different here if | to DELETED probably should not happen directly"
AZ4HYVdZUdMD1-xUppvF,hibernate-core/src/main/java/org/hibernate/engine/internal/EntityEntryContext.java,EntityEntryContext.java,java:S125,MEDIUM,MAINTAINABILITY,CODE_SMELL,This block of commented-out lines of code should be removed.,640.0,5min,0.0,0.0,21.0,21.0,90.0,90.0,77.0,735.0,A,A,8,2,241,166,4.0,"TODO: can dirty be set to true here? | Careful, this needs to be very efficient as we potentially iterate quite a bit! | TODO: we may want to do something different here if | to DELETED probably should not happen directly"
AZ4HYVdZUdMD1-xUppvG,hibernate-core/src/main/java/org/hibernate/engine/internal/EntityEntryContext.java,EntityEntryContext.java,java:S125,MEDIUM,MAINTAINABILITY,CODE_SMELL,This block of commented-out lines of code should be removed.,647.0,5min,0.0,0.0,21.0,21.0,90.0,90.0,77.0,735.0,A,A,8,2,241,166,4.0,"TODO: can dirty be set to true here? | Careful, this needs to be very efficient as we potentially iterate quite a bit! | TODO: we may want to do something different here if | to DELETED probably should not happen directly"
AZ4HYVdZUdMD1-xUppvH,hibernate-core/src/main/java/org/hibernate/engine/internal/EntityEntryContext.java,EntityEntryContext.java,java:S125,MEDIUM,MAINTAINABILITY,CODE_SMELL,This block of commented-out lines of code should be removed.,654.0,5min,0.0,0.0,21.0,21.0,90.0,90.0,77.0,735.0,A,A,8,2,241,166,4.0,"TODO: can dirty be set to true here? | Careful, this needs to be very efficient as we potentially iterate quite a bit! | TODO: we may want to do something different here if | to DELETED probably should not happen directly"
AZ4HYVdZUdMD1-xUppvI,hibernate-core/src/main/java/org/hibernate/engine/internal/EntityEntryContext.java,EntityEntryContext.java,java:S125,MEDIUM,MAINTAINABILITY,CODE_SMELL,This block of commented-out lines of code should be removed.,661.0,5min,0.0,0.0,21.0,21.0,90.0,90.0,77.0,735.0,A,A,8,2,241,166,4.0,"TODO: can dirty be set to true here? | Careful, this needs to be very efficient as we potentially iterate quite a bit! | TODO: we may want to do something different here if | to DELETED probably should not happen directly"
AZ4HYVd1UdMD1-xUppvj,hibernate-core/src/main/java/org/hibernate/engine/internal/ForeignKeys.java,ForeignKeys.java,java:S125,MEDIUM,MAINTAINABILITY,CODE_SMELL,This block of commented-out lines of code should be removed.,147.0,5min,0.0,0.0,5.0,5.0,59.0,73.0,22.0,450.0,A,A,5,4,58,2,6.0,"Algorithms related to foreign key constraint transparency | todo : need to account for entity mode on the CompositeType interface :( | TODO: there may be ways to fine-tune when initialization is necessary | value; the client code must be prepared to ""recover"" in the case that this assumed result is incorrect. | todo : shouldn't assumed be reversed here? | value; the client code must be prepared to ""recover"" in the case that this assumed result is incorrect."
AZ4HYVdOUdMD1-xUppuM,hibernate-core/src/main/java/org/hibernate/engine/internal/ImmutableEntityEntry.java,ImmutableEntityEntry.java,java:S107,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Constructor has 12 parameters, which is greater than 7 authorized.",66.0,20min,0.0,0.0,2.0,2.0,8.0,2.0,25.0,138.0,A,A,2,1,142,351,,
AZ4HYVdOUdMD1-xUppuL,hibernate-core/src/main/java/org/hibernate/engine/internal/ImmutableEntityEntry.java,ImmutableEntityEntry.java,java:S1121,MEDIUM,MAINTAINABILITY,CODE_SMELL,Extract the assignment out of this expression.,119.0,5min,0.0,0.0,2.0,2.0,8.0,2.0,25.0,138.0,A,A,2,1,142,351,,
AZ4HYVeEUdMD1-xUppvr,hibernate-core/src/main/java/org/hibernate/engine/internal/ManagedTypeHelper.java,ManagedTypeHelper.java,java:S3740,MEDIUM,MAINTAINABILITY,CODE_SMELL,Provide the parametrized type for this generic.,79.0,5min,0.0,0.0,4.0,4.0,48.0,35.0,29.0,405.0,A,A,1,1,18,281,2.0,the problem is complex and explained better on the OpenJDK tracker; | this is not great but we assume it's far better to avoid the scalability issue.
AZ4HYVeEUdMD1-xUppvs,hibernate-core/src/main/java/org/hibernate/engine/internal/ManagedTypeHelper.java,ManagedTypeHelper.java,java:S3740,MEDIUM,MAINTAINABILITY,CODE_SMELL,Provide the parametrized type for this generic.,87.0,5min,0.0,0.0,4.0,4.0,48.0,35.0,29.0,405.0,A,A,1,1,18,281,2.0,the problem is complex and explained better on the OpenJDK tracker; | this is not great but we assume it's far better to avoid the scalability issue.
AZ4HYVeEUdMD1-xUppvt,hibernate-core/src/main/java/org/hibernate/engine/internal/ManagedTypeHelper.java,ManagedTypeHelper.java,java:S3740,MEDIUM,MAINTAINABILITY,CODE_SMELL,Provide the parametrized type for this generic.,95.0,5min,0.0,0.0,4.0,4.0,48.0,35.0,29.0,405.0,A,A,1,1,18,281,2.0,the problem is complex and explained better on the OpenJDK tracker; | this is not great but we assume it's far better to avoid the scalability issue.
AZ4HYVeGUdMD1-xUppvw,hibernate-core/src/main/java/org/hibernate/engine/internal/MutableEntityEntry.java,MutableEntityEntry.java,java:S107,MEDIUM,MAINTAINABILITY,CODE_SMELL,"Constructor has 12 parameters, which is greater than 7 authorized.",48.0,20min,0.0,0.0,2.0,2.0,4.0,1.0,25.0,101.0,A,A,2,1,106,351,,
